file,win_start,win_end,win_len,class,class_name,gt_present,pred_present,correct,raw_reply
fold3_room21_mix001.wav,35.0,40.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,35.0,40.0,5,2,Clapping,0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,35.0,40.0,5,4,Laughter,1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,40.0,45.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,40.0,45.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,40.0,45.0,5,2,Clapping,0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,45.0,50.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,45.0,50.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,45.0,50.0,5,2,Clapping,0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,50.0,55.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,50.0,55.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,50.0,55.0,5,2,Clapping,0,0,1,"{""present"": false}"
fold3_room21_mix001.wav,55.0,60.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,55.0,60.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,55.0,60.0,5,2,Clapping,0,0,1,"{""present"": false}"
fold3_room21_mix001.wav,60.0,65.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,60.0,65.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,60.0,65.0,5,2,Clapping,0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,65.0,70.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,65.0,70.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,65.0,70.0,5,2,Clapping,0,0,1,"{""present"": false}"
fold3_room21_mix001.wav,70.0,75.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,70.0,75.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,70.0,75.0,5,2,Clapping,0,0,1,"{""present"": false}"
fold3_room21_mix001.wav,75.0,80.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,75.0,80.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,75.0,80.0,5,2,Clapping,0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,80.0,85.0,5,0,"Female speech, woman speaking",0,1,0,"{""present"": true}"
fold3_room21_mix001.wav,80.0,85.0,5,1,"Male speech, man speaking",1,1,1,"{""present"": true}"
fold3_room21_mix001.wav,80.0,85.0,5,2,Clapping,0,1,0,"{""present"": true}"
