audio_path,class,class_name,gt_onset_sec,gt_offset_sec,window_sec,segment_index,placement,source,pred_onset_sec,raw_model_output
win_cuts/win10s/seg1/class_0/sony_fold3_room22_mix010_win10s_65.100-75.100.wav,0,"Female speech, woman speaking",1.7,2.0,10,1,right_edge,sony,0.2,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.5}
``` ||| ```json
{""start time"": 0.1}
```"
win_cuts/win10s/seg2/class_0/sony_fold3_room22_mix010_win10s_63.950-73.950.wav,0,"Female speech, woman speaking",2.9,3.2,10,2,center,sony,1.5,"```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 0.3}
``` ||| ```json
{""start time"": 1.3}
```"
win_cuts/win10s/seg3/class_0/sony_fold3_room22_mix010_win10s_61.950-71.950.wav,0,"Female speech, woman speaking",4.9,5.2,10,3,center,sony,1.7,"```json
{""start time"": 1.9}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 3.1}
```"
win_cuts/win10s/seg4/class_0/sony_fold3_room22_mix010_win10s_59.950-69.950.wav,0,"Female speech, woman speaking",6.9,7.2,10,4,center,sony,2.1,"```json
{""start time"": 3.2}
``` ||| ```json
{""start time"": 3.0}
``` ||| ```json
{""start time"": 0.2}
```"
win_cuts/win10s/seg5/class_0/sony_fold3_room22_mix010_win10s_58.800-68.800.wav,0,"Female speech, woman speaking",8.0,8.3,10,5,left_edge,sony,1.5,"```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 1.4}
``` ||| ```json
{""start time"": 0.2}
```"
win_cuts/win10s/seg1/class_0/sony_fold3_room22_mix011_win10s_59.100-69.100.wav,0,"Female speech, woman speaking",0.7,2.0,10,1,right_edge,sony,1.1,"```json
{""start time"": 0.5}
``` ||| ```json
{""start time"": 2.8}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg2/class_0/sony_fold3_room22_mix011_win10s_57.450-67.450.wav,0,"Female speech, woman speaking",2.4,3.7,10,2,center,sony,0.6,"```json
{""start time"": 0.4}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 1.3}
```"
win_cuts/win10s/seg3/class_0/sony_fold3_room22_mix011_win10s_55.450-65.450.wav,0,"Female speech, woman speaking",4.4,5.7,10,3,center,sony,3.0,"```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 3.1}
``` ||| ```json
{""start time"": 3.1}
```"
win_cuts/win10s/seg4/class_0/sony_fold3_room22_mix011_win10s_53.450-63.450.wav,0,"Female speech, woman speaking",6.4,7.7,10,4,center,sony,2.1,"```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 1.8}
``` ||| ```json
{""start time"": 1.5}
```"
win_cuts/win10s/seg5/class_0/sony_fold3_room22_mix011_win10s_51.800-61.800.wav,0,"Female speech, woman speaking",8.0,9.3,10,5,left_edge,sony,2.4,"```json
{""start time"": 2.2}
``` ||| ```json
{""start time"": 2.8}
``` ||| ```json
{""start time"": 2.3}
```"
win_cuts/win10s/seg1/class_0/sony_fold3_room22_mix011_win10s_140.600-150.600.wav,0,"Female speech, woman speaking",1.5,2.0,10,1,right_edge,sony,2.1,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.1}
``` ||| ```json
{""start time"": 6.3}
```"
win_cuts/win10s/seg2/class_0/sony_fold3_room22_mix011_win10s_139.350-149.350.wav,0,"Female speech, woman speaking",2.8,3.3,10,2,center,sony,8.1,"```json
{""start time"": 7.9}
``` ||| ```json
{""start time"": 7.8}
``` ||| ```json
{""start time"": 8.5}
```"
win_cuts/win10s/seg3/class_0/sony_fold3_room22_mix011_win10s_137.350-147.350.wav,0,"Female speech, woman speaking",4.8,5.3,10,3,center,sony,1.2,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 1.7}
``` ||| ```json
{""start time"": 1.8}
```"
win_cuts/win10s/seg4/class_0/sony_fold3_room22_mix011_win10s_135.350-145.350.wav,0,"Female speech, woman speaking",6.8,7.3,10,4,center,sony,2.5,"```json
{""start time"": 5.5}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 1.9}
```"
win_cuts/win10s/seg5/class_0/sony_fold3_room22_mix011_win10s_134.100-144.100.wav,0,"Female speech, woman speaking",8.0,8.5,10,5,left_edge,sony,3.6,"```json
{""start time"": 6.9}
``` ||| ```json
{""start time"": 2.3}
``` ||| ```json
{""start time"": 1.5}
```"
win_cuts/win10s/seg1/class_0/tau_fold3_room9_mix003_win10s_140.900-150.900.wav,0,"Female speech, woman speaking",0.5,2.0,10,1,right_edge,tau,0.2,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.5}
```"
win_cuts/win10s/seg2/class_0/tau_fold3_room9_mix003_win10s_139.150-149.150.wav,0,"Female speech, woman speaking",2.3,3.8,10,2,center,tau,2.1,"```json
{""start time"": 1.8}
``` ||| ```json
{""start time"": 3.5}
``` ||| ```json
{""start time"": 1}
```"
win_cuts/win10s/seg3/class_0/tau_fold3_room9_mix003_win10s_137.150-147.150.wav,0,"Female speech, woman speaking",4.3,5.8,10,3,center,tau,2.1,"```json
{""start time"": 3.1}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 3.1}
```"
win_cuts/win10s/seg4/class_0/tau_fold3_room9_mix003_win10s_135.150-145.150.wav,0,"Female speech, woman speaking",6.3,7.8,10,4,center,tau,4.1,"```json
{""start time"": 6.2}
``` ||| ```json
{""start time"": 6.1}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg5/class_0/tau_fold3_room9_mix003_win10s_133.400-143.400.wav,0,"Female speech, woman speaking",8.0,9.5,10,5,left_edge,tau,3.4,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 8.7}
``` ||| ```json
{""start time"": 1.5}
```"
win_cuts/win10s/seg1/class_1/sony_fold3_room21_mix021_win10s_37.500-47.500.wav,1,"Male speech, man speaking",1.4,2.0,10,1,right_edge,sony,1.6,"{""start time"": 0.0} ||| {""start time"": 2.8} ||| {""start time"": 1.9}"
win_cuts/win10s/seg2/class_1/sony_fold3_room21_mix021_win10s_36.200-46.200.wav,1,"Male speech, man speaking",2.7,3.3,10,2,center,sony,0.9,"{""start time"": 2.7} ||| {""start time"": 0} ||| {""start time"": 0.0}"
win_cuts/win10s/seg3/class_1/sony_fold3_room21_mix021_win10s_34.200-44.200.wav,1,"Male speech, man speaking",4.7,5.3,10,3,center,sony,2.7,"{""start time"": 3.4} ||| {""start time"": 1} ||| {""start time"": 3.7}"
win_cuts/win10s/seg4/class_1/sony_fold3_room21_mix021_win10s_32.200-42.200.wav,1,"Male speech, man speaking",6.7,7.3,10,4,center,sony,0.0,"{""start time"": 0.0} ||| ```json
{""start time"": 0.0}
``` ||| {""start time"": 0.0}"
win_cuts/win10s/seg5/class_1/sony_fold3_room21_mix021_win10s_30.900-40.900.wav,1,"Male speech, man speaking",8.0,8.6,10,5,left_edge,sony,0.5,"{""start time"": 0.0} ||| {""start time"": 0.0} ||| {""start time"": 1.5}"
win_cuts/win10s/seg1/class_1/sony_fold3_room21_mix027_win10s_13.400-23.400.wav,1,"Male speech, man speaking",1.6,2.0,10,1,right_edge,sony,0.7,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.3}
``` ||| ```json
{""start time"": 1.7}
```"
win_cuts/win10s/seg2/class_1/sony_fold3_room21_mix027_win10s_12.200-22.200.wav,1,"Male speech, man speaking",2.8,3.2,10,2,center,sony,1.4,"```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 1.4}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg3/class_1/sony_fold3_room21_mix027_win10s_10.200-20.200.wav,1,"Male speech, man speaking",4.8,5.2,10,3,center,sony,1.6,"```json
{""start time"": 4.6}
``` ||| ```json
{""start time"": 0.3}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg4/class_1/sony_fold3_room21_mix027_win10s_8.200-18.200.wav,1,"Male speech, man speaking",6.8,7.2,10,4,center,sony,3.1,"```json
{""start time"": 1.2}
``` ||| ```json
{""start time"": 6.2}
``` ||| ```json
{""start time"": 1.9}
```"
win_cuts/win10s/seg5/class_1/sony_fold3_room21_mix027_win10s_7.000-17.000.wav,1,"Male speech, man speaking",8.0,8.4,10,5,left_edge,sony,1.0,"```json
{""start time"": 1.8}
``` ||| ```json
{""start time"": 1.2}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg1/class_1/sony_fold3_room21_mix028_win10s_8.900-18.900.wav,1,"Male speech, man speaking",1.4,2.0,10,1,right_edge,sony,1.0,"```json
{""start time"": 1.7}
``` ||| ```json
{""start time"": 1.2}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg2/class_1/sony_fold3_room21_mix028_win10s_7.600-17.600.wav,1,"Male speech, man speaking",2.7,3.3,10,2,center,sony,0.3,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.8}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg3/class_1/sony_fold3_room21_mix028_win10s_5.600-15.600.wav,1,"Male speech, man speaking",4.7,5.3,10,3,center,sony,0.9,"```json
{""start time"": 1.2}
``` ||| ```json
{""start time"": 1.5}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg4/class_1/sony_fold3_room21_mix028_win10s_3.600-13.600.wav,1,"Male speech, man speaking",6.7,7.3,10,4,center,sony,1.6,"```json
{""start time"": 1.7}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 3.0}
```"
win_cuts/win10s/seg5/class_1/sony_fold3_room21_mix028_win10s_2.300-12.300.wav,1,"Male speech, man speaking",8.0,8.6,10,5,left_edge,sony,0.2,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.5}
```"
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix007_win10s_65.200-75.200.wav,1,"Male speech, man speaking",0.9,2.0,10,1,right_edge,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix007_win10s_63.650-73.650.wav,1,"Male speech, man speaking",2.5,3.6,10,2,center,sony,1.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix007_win10s_61.650-71.650.wav,1,"Male speech, man speaking",4.5,5.6,10,3,center,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix007_win10s_59.650-69.650.wav,1,"Male speech, man speaking",6.5,7.6,10,4,center,sony,4.7,"```json
{""start time"": 6.2}
``` ||| ```json
{""start time"": 6.2}
``` ||| ```json
{""start time"": 1.8}
```"
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix007_win10s_58.100-68.100.wav,1,"Male speech, man speaking",8.0,9.1,10,5,left_edge,sony,4.2,"```json
{""start time"": 8.3}
``` ||| ```json
{""start time"": 1.3}
``` ||| ```json
{""start time"": 2.9}
```"
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix008_win10s_14.900-24.900.wav,1,"Male speech, man speaking",1.3,2.0,10,1,right_edge,sony,1.6,"```json
{""start time"": 1.7}
``` ||| ```json
{""start time"": 1.9}
``` ||| ```json
{""start time"": 1.2}
```"
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix008_win10s_13.550-23.550.wav,1,"Male speech, man speaking",2.7,3.4,10,2,center,sony,2.7,"```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 2.2}
```"
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix008_win10s_11.550-21.550.wav,1,"Male speech, man speaking",4.7,5.4,10,3,center,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix008_win10s_9.550-19.550.wav,1,"Male speech, man speaking",6.7,7.4,10,4,center,sony,1.2,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 1.8}
``` ||| ```json
{""start time"": 1.9}
```"
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix008_win10s_8.200-18.200.wav,1,"Male speech, man speaking",8.0,8.7,10,5,left_edge,sony,0.3,"```json
{""start time"": 0.3}
``` ||| ```json
{""start time"": 0.5}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix009_win10s_24.000-34.000.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix009_win10s_22.500-32.500.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,sony,2.0,"```json
{""start time"": 1.6}
``` ||| ```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 1.5}
```"
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix009_win10s_20.500-30.500.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix009_win10s_18.500-28.500.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,sony,0.3,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.8}
```"
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix009_win10s_17.000-27.000.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,sony,0.1,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.2}
``` ||| ```json
{""start time"": 0.2}
```"
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix009_win10s_40.400-50.400.wav,1,"Male speech, man speaking",0.5,2.0,10,1,right_edge,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0}
```"
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix009_win10s_38.650-48.650.wav,1,"Male speech, man speaking",2.3,3.8,10,2,center,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix009_win10s_36.650-46.650.wav,1,"Male speech, man speaking",4.3,5.8,10,3,center,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix009_win10s_34.650-44.650.wav,1,"Male speech, man speaking",6.3,7.8,10,4,center,sony,2.5,"```json
{""start time"": 3.1}
``` ||| ```json
{""start time"": 2.8}
``` ||| ```json
{""start time"": 1.6}
```"
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix009_win10s_32.900-42.900.wav,1,"Male speech, man speaking",8.0,9.5,10,5,left_edge,sony,3.1,"```json
{""start time"": 3.1}
``` ||| ```json
{""start time"": 3.1}
``` ||| ```json
{""start time"": 3.1}
```"
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix009_win10s_52.300-62.300.wav,1,"Male speech, man speaking",0.4,2.0,10,1,right_edge,sony,1.7,"```json
{""start time"": 1.9}
``` ||| ```json
{""start time"": 3.1}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix009_win10s_50.500-60.500.wav,1,"Male speech, man speaking",2.2,3.8,10,2,center,sony,1.2,"```json
{""start time"": 1.1}
``` ||| ```json
{""start time"": 0.3}
``` ||| ```json
{""start time"": 2.3}
```"
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix009_win10s_48.500-58.500.wav,1,"Male speech, man speaking",4.2,5.8,10,3,center,sony,3.9,"```json
{""start time"": 1.7}
``` ||| ```json
{""start time"": 5.2}
``` ||| ```json
{""start time"": 4.7}
```"
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix009_win10s_46.500-56.500.wav,1,"Male speech, man speaking",6.2,7.8,10,4,center,sony,1.5,"```json
{""start time"": 1.7}
``` ||| ```json
{""start time"": 1.8}
``` ||| ```json
{""start time"": 1.1}
```"
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix009_win10s_44.700-54.700.wav,1,"Male speech, man speaking",8.0,9.6,10,5,left_edge,sony,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg1/class_1/tau_fold3_room6_mix005_win10s_211.900-221.900.wav,1,"Male speech, man speaking",0.5,2.0,10,1,right_edge,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg2/class_1/tau_fold3_room6_mix005_win10s_210.150-220.150.wav,1,"Male speech, man speaking",2.3,3.8,10,2,center,tau,0.1,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.2}
```"
win_cuts/win10s/seg3/class_1/tau_fold3_room6_mix005_win10s_208.150-218.150.wav,1,"Male speech, man speaking",4.3,5.8,10,3,center,tau,1.1,"```json
{""start time"": 1}
``` ||| ```json
{""start time"": 0.8}
``` ||| ```json
{""start time"": 1.5}
```"
win_cuts/win10s/seg4/class_1/tau_fold3_room6_mix005_win10s_206.150-216.150.wav,1,"Male speech, man speaking",6.3,7.8,10,4,center,tau,2.6,"```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 2.1}
``` ||| ```json
{""start time"": 2.9}
```"
win_cuts/win10s/seg5/class_1/tau_fold3_room6_mix005_win10s_204.400-214.400.wav,1,"Male speech, man speaking",8.0,9.5,10,5,left_edge,tau,4.6,"```json
{""start time"": 4.5}
``` ||| ```json
{""start time"": 4.5}
``` ||| ```json
{""start time"": 4.9}
```"
win_cuts/win10s/seg1/class_1/tau_fold3_room9_mix005_win10s_85.400-95.400.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,tau,3.1,"```json
{""start time"": 4.5}
``` ||| ```json
{""start time"": 2.5}
``` ||| ```json
{""start time"": 2.3}
```"
win_cuts/win10s/seg2/class_1/tau_fold3_room9_mix005_win10s_83.900-93.900.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,tau,0.0,"Please provide the audio clip. ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg3/class_1/tau_fold3_room9_mix005_win10s_81.900-91.900.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,tau,1.2,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 1.2}
``` ||| ```json
{""start time"": 2.5}
```"
win_cuts/win10s/seg4/class_1/tau_fold3_room9_mix005_win10s_79.900-89.900.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,tau,1.7,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 2.4}
``` ||| ```json
{""start time"": 2.7}
```"
win_cuts/win10s/seg5/class_1/tau_fold3_room9_mix005_win10s_78.400-88.400.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,tau,3.1,"```json
{""start time"": 3.1}
``` ||| ```json
{""start time"": 3.0}
``` ||| ```json
{""start time"": 3.1}
```"
win_cuts/win10s/seg1/class_1/tau_fold3_room9_mix005_win10s_105.900-115.900.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,tau,2.7,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 8.1}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg2/class_1/tau_fold3_room9_mix005_win10s_104.400-114.400.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg3/class_1/tau_fold3_room9_mix005_win10s_102.400-112.400.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg4/class_1/tau_fold3_room9_mix005_win10s_100.400-110.400.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,tau,4.7,"```json
{""start time"": 4.6}
``` ||| ```json
{""start time"": 4.7}
``` ||| ```json
{""start time"": 4.8}
```"
win_cuts/win10s/seg5/class_1/tau_fold3_room9_mix005_win10s_98.900-108.900.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0}
```"
win_cuts/win10s/seg1/class_1/tau_fold3_room9_mix005_win10s_147.400-157.400.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg2/class_1/tau_fold3_room9_mix005_win10s_145.900-155.900.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0}
```"
win_cuts/win10s/seg3/class_1/tau_fold3_room9_mix005_win10s_143.900-153.900.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,tau,0.0,"```json
{""start time"": 0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0}
```"
win_cuts/win10s/seg4/class_1/tau_fold3_room9_mix005_win10s_141.900-151.900.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0}
```"
win_cuts/win10s/seg5/class_1/tau_fold3_room9_mix005_win10s_140.400-150.400.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0}
```"
win_cuts/win10s/seg1/class_1/tau_fold3_room9_mix008_win10s_161.900-171.900.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,tau,8.9,"```json
{""start time"": 8.9}
``` ||| ```json
{""start time"": 8.9}
``` ||| ```json
{""start time"": 8.9}
```"
win_cuts/win10s/seg2/class_1/tau_fold3_room9_mix008_win10s_160.400-170.400.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,tau,0.0,"```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg3/class_1/tau_fold3_room9_mix008_win10s_158.400-168.400.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,tau,4.2,"```json
{""start time"": 6.3}
``` ||| ```json
{""start time"": 6.3}
``` ||| ```json
{""start time"": 0.0}
```"
win_cuts/win10s/seg4/class_1/tau_fold3_room9_mix008_win10s_156.400-166.400.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,tau,6.7,"```json
{""start time"": 6.7}
``` ||| ```json
{""start time"": 6.7}
``` ||| ```json
{""start time"": 6.7}
```"
win_cuts/win10s/seg5/class_1/tau_fold3_room9_mix008_win10s_154.900-164.900.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,tau,4.5,"```json
{""start time"": 4.7}
``` ||| ```json
{""start time"": 4.6}
``` ||| ```json
{""start time"": 4.1}
```"
win_cuts/win10s/seg1/class_2/sony_fold3_room21_mix022_win10s_143.000-153.000.wav,2,Clapping,0.9,2.0,10,1,right_edge,sony,1.2,"```json
{""start time"": 0.8}
``` ||| ```json
{""start time"": 0.1}
``` ||| ```json
{""start time"": 2.6}
```"
win_cuts/win10s/seg2/class_2/sony_fold3_room21_mix022_win10s_141.450-151.450.wav,2,Clapping,2.5,3.6,10,2,center,sony,4.6,"```json
{""start time"": 2.9}
``` ||| ```json
{""start time"": 1.9}
``` ||| ```json
{""start time"": 8.9}
```"
