audio_path,class,class_name,gt_onset_sec,gt_offset_sec,window_sec,segment_index,placement,source,pred_onset_sec,raw_model_output
win_cuts/win10s/seg1/class_0/tau_fold3_room9_mix003_win10s_140.900-150.900.wav,0,"Female speech, woman speaking",0.5,2.0,10,1,right_edge,tau,2.8,{'start time': '2.68'} ||| {'start time': 2.86} ||| {'start time': '2.68'}
win_cuts/win10s/seg2/class_0/tau_fold3_room9_mix003_win10s_139.150-149.150.wav,0,"Female speech, woman speaking",2.3,3.8,10,2,center,tau,7.7,{'start time': 8.2} ||| {'start time': '7.29'} ||| {'start time': 7.54}
win_cuts/win10s/seg3/class_0/tau_fold3_room9_mix003_win10s_137.150-147.150.wav,0,"Female speech, woman speaking",4.3,5.8,10,3,center,tau,7.3,{'start time': 7.2} ||| {'start time': '7.45'} ||| {'start time': '7.29'}
win_cuts/win10s/seg4/class_0/tau_fold3_room9_mix003_win10s_135.150-145.150.wav,0,"Female speech, woman speaking",6.3,7.8,10,4,center,tau,7.8,{'start time': '7.65'} ||| {'start time': '7.65'} ||| {'start time': '7.85'}
win_cuts/win10s/seg5/class_0/tau_fold3_room9_mix003_win10s_133.400-143.400.wav,0,"Female speech, woman speaking",8.0,9.5,10,5,left_edge,tau,8.5,{'start time': 9.74} ||| {'start time': '7.86'} ||| {'start time': '7.85'}
win_cuts/win10s/seg1/class_1/sony_fold3_room21_mix021_win10s_37.500-47.500.wav,1,"Male speech, man speaking",1.4,2.0,10,1,right_edge,sony,9.4,{'start time': 9.75} ||| {'start time': '8.69'} ||| {'start time': 9.72}
win_cuts/win10s/seg2/class_1/sony_fold3_room21_mix021_win10s_36.200-46.200.wav,1,"Male speech, man speaking",2.7,3.3,10,2,center,sony,8.8,{'start time': '8.49'} ||| {'start time': '8.29'} ||| {'start time': 9.74}
win_cuts/win10s/seg3/class_1/sony_fold3_room21_mix021_win10s_34.200-44.200.wav,1,"Male speech, man speaking",4.7,5.3,10,3,center,sony,9.4,{'start time': '8.72'} ||| {'start time': 9.74} ||| {'start time': 9.74}
win_cuts/win10s/seg4/class_1/sony_fold3_room21_mix021_win10s_32.200-42.200.wav,1,"Male speech, man speaking",6.7,7.3,10,4,center,sony,9.4,{'start time': 9.72} ||| {'start time': 9.76} ||| {'start time': '8.79'}
win_cuts/win10s/seg5/class_1/sony_fold3_room21_mix021_win10s_30.900-40.900.wav,1,"Male speech, man speaking",8.0,8.6,10,5,left_edge,sony,9.1,{'start time': '7.85'} ||| {'start time': 9.72} ||| {'start time': 9.74}
win_cuts/win10s/seg1/class_1/sony_fold3_room21_mix027_win10s_13.400-23.400.wav,1,"Male speech, man speaking",1.6,2.0,10,1,right_edge,sony,3.8,{'start time': '4.27'} ||| {'start time': '4.27'} ||| {'start time': '2.68'}
win_cuts/win10s/seg2/class_1/sony_fold3_room21_mix027_win10s_12.200-22.200.wav,1,"Male speech, man speaking",2.8,3.2,10,2,center,sony,4.3,{'start time': '4.27'} ||| {'start time': '4.27'} ||| {'start time': '4.27'}
win_cuts/win10s/seg3/class_1/sony_fold3_room21_mix027_win10s_10.200-20.200.wav,1,"Male speech, man speaking",4.8,5.2,10,3,center,sony,4.7,{'start time': '4.86'} ||| {'start time': '4.59'} ||| {'start time': '4.65'}
win_cuts/win10s/seg4/class_1/sony_fold3_room21_mix027_win10s_8.200-18.200.wav,1,"Male speech, man speaking",6.8,7.2,10,4,center,sony,8.7,{'start time': '8.65'} ||| {'start time': '8.65'} ||| {'start time': '8.65'}
win_cuts/win10s/seg5/class_1/sony_fold3_room21_mix027_win10s_7.000-17.000.wav,1,"Male speech, man speaking",8.0,8.4,10,5,left_edge,sony,8.7,{'start time': '8.65'} ||| {'start time': '8.65'} ||| {'start time': '8.65'}
win_cuts/win10s/seg1/class_1/sony_fold3_room21_mix028_win10s_8.900-18.900.wav,1,"Male speech, man speaking",1.4,2.0,10,1,right_edge,sony,7.8,{'start time': '7.68'} ||| {'start time': '7.65'} ||| {'start time': '7.85'}
win_cuts/win10s/seg2/class_1/sony_fold3_room21_mix028_win10s_7.600-17.600.wav,1,"Male speech, man speaking",2.7,3.3,10,2,center,sony,6.5,{'start time': '6.89'} ||| {'start time': '4.72'} ||| {'start time': '7.85'}
win_cuts/win10s/seg3/class_1/sony_fold3_room21_mix028_win10s_5.600-15.600.wav,1,"Male speech, man speaking",4.7,5.3,10,3,center,sony,5.5,{'start time': '4.86'} ||| {'start time': '4.58'} ||| {'start time': '6.85'}
win_cuts/win10s/seg4/class_1/sony_fold3_room21_mix028_win10s_3.600-13.600.wav,1,"Male speech, man speaking",6.7,7.3,10,4,center,sony,6.9,{'start time': '6.89'} ||| {'start time': '6.89'} ||| {'start time': '6.89'}
win_cuts/win10s/seg5/class_1/sony_fold3_room21_mix028_win10s_2.300-12.300.wav,1,"Male speech, man speaking",8.0,8.6,10,5,left_edge,sony,8.7,{'start time': '8.65'} ||| 7.68 ||| {'start time': '8.65'}
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix007_win10s_65.200-75.200.wav,1,"Male speech, man speaking",0.9,2.0,10,1,right_edge,sony,3.2,{'start time': '2.68'} ||| {'start time': '2.68'} ||| {'start time': '4.27'}
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix007_win10s_63.650-73.650.wav,1,"Male speech, man speaking",2.5,3.6,10,2,center,sony,4.6,{'start time': 4.68} ||| {'start time': '4.89'} ||| {'start time': 4.2}
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix007_win10s_61.650-71.650.wav,1,"Male speech, man speaking",4.5,5.6,10,3,center,sony,8.3,{'start time': 9.75} ||| {'start time': 6.89} ||| {'start time': '8.27'}
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix007_win10s_59.650-69.650.wav,1,"Male speech, man speaking",6.5,7.6,10,4,center,sony,8.3,"{'start time': '6.89'} ||| {\""start time\"": 6.82} ||| {'start time': 9.74}"
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix007_win10s_58.100-68.100.wav,1,"Male speech, man speaking",8.0,9.1,10,5,left_edge,sony,8.8,{'start time': 9.65} ||| {'start time': '6.89'} ||| {'start time': 9.65}
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix008_win10s_14.900-24.900.wav,1,"Male speech, man speaking",1.3,2.0,10,1,right_edge,sony,2.7,{'start time': '2.68'} ||| {'start time': '2.68'} ||| {'start time': '2.68'}
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix008_win10s_13.550-23.550.wav,1,"Male speech, man speaking",2.7,3.4,10,2,center,sony,2.6,{'start time': 2.48} ||| {'start time': '2.86'} ||| {'start time': 2.48}
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix008_win10s_11.550-21.550.wav,1,"Male speech, man speaking",4.7,5.4,10,3,center,sony,6.2,{'start time': 6.89} ||| {'start time': '6.89'} ||| {'start time': '4.86'}
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix008_win10s_9.550-19.550.wav,1,"Male speech, man speaking",6.7,7.4,10,4,center,sony,9.0,{'start time': 9.72} ||| {'start time': '7.59'} ||| {'start time': 9.68}
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix008_win10s_8.200-18.200.wav,1,"Male speech, man speaking",8.0,8.7,10,5,left_edge,sony,6.9,{'start time': '6.89'} ||| {'start time': '6.85'} ||| {'start time': '6.89'}
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix009_win10s_24.000-34.000.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,sony,2.8,{'start time': '2.68'} ||| {'start time': '2.68'} ||| {'start time': '2.89'}
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix009_win10s_22.500-32.500.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,sony,4.4,{'start time': '4.25'} ||| {'start time': 4.68} ||| {'start time': '4.28'}
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix009_win10s_20.500-30.500.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,sony,8.5,{'start time': '8.65'} ||| {'start time': '8.54'} ||| {'start time': '8.42'}
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix009_win10s_18.500-28.500.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,sony,8.7,{'start time': '8.65'} ||| {'start time': '8.65'} ||| {'start time': '8.65'}
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix009_win10s_17.000-27.000.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,sony,8.9,{'start time': '8.46'} ||| {'start time': 9.52} ||| {'start time': '8.56'}
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix009_win10s_40.400-50.400.wav,1,"Male speech, man speaking",0.5,2.0,10,1,right_edge,sony,2.7,{'start time': '2.68'} ||| {'start time': '2.68'} ||| {'start time': '2.68'}
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix009_win10s_38.650-48.650.wav,1,"Male speech, man speaking",2.3,3.8,10,2,center,sony,4.7,{'start time': 4.2} ||| {'start time': '4.86'} ||| {'start time': '4.86'}
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix009_win10s_36.650-46.650.wav,1,"Male speech, man speaking",4.3,5.8,10,3,center,sony,4.6,{'start time': 4.2} ||| {'start time': 4.58} ||| {'start time': 4.89}
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix009_win10s_34.650-44.650.wav,1,"Male speech, man speaking",6.3,7.8,10,4,center,sony,7.4,{'start time': 8.49} ||| {'start time': 4.86} ||| {'start time': 8.65}
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix009_win10s_32.900-42.900.wav,1,"Male speech, man speaking",8.0,9.5,10,5,left_edge,sony,8.3,"{ ""start time"": 8.4 } ||| { ""start time"": 8.2 } ||| {'start time': '8.27'}"
win_cuts/win10s/seg1/class_1/sony_fold3_room22_mix009_win10s_52.300-62.300.wav,1,"Male speech, man speaking",0.4,2.0,10,1,right_edge,sony,7.1,{'start time': '7.98'} ||| {'start time': 8.65} ||| {'start time': 4.6}
win_cuts/win10s/seg2/class_1/sony_fold3_room22_mix009_win10s_50.500-60.500.wav,1,"Male speech, man speaking",2.2,3.8,10,2,center,sony,8.4,{'start time': 8.52} ||| {'start time': 8.2} ||| {'start time': 8.52}
win_cuts/win10s/seg3/class_1/sony_fold3_room22_mix009_win10s_48.500-58.500.wav,1,"Male speech, man speaking",4.2,5.8,10,3,center,sony,8.3,{'start time': '8.79'} ||| {'start time': '7.29'} ||| {'start time': '8.65'}
win_cuts/win10s/seg4/class_1/sony_fold3_room22_mix009_win10s_46.500-56.500.wav,1,"Male speech, man speaking",6.2,7.8,10,4,center,sony,8.7,{'start time': '8.65'} ||| {'start time': '8.65'} ||| {'start time': '8.65'}
win_cuts/win10s/seg5/class_1/sony_fold3_room22_mix009_win10s_44.700-54.700.wav,1,"Male speech, man speaking",8.0,9.6,10,5,left_edge,sony,8.8,{'start time': 9.74} ||| {'start time': '7.85'} ||| {'start time': '8.65'}
win_cuts/win10s/seg1/class_1/tau_fold3_room6_mix005_win10s_211.900-221.900.wav,1,"Male speech, man speaking",0.5,2.0,10,1,right_edge,tau,2.9,{'start time': 2.86} ||| {'start time': '2.86'} ||| {'start time': '2.86'}
win_cuts/win10s/seg2/class_1/tau_fold3_room6_mix005_win10s_210.150-220.150.wav,1,"Male speech, man speaking",2.3,3.8,10,2,center,tau,3.5,{'start time': '2.86'} ||| {'start time': '2.86'} ||| {'start time': 4.58}
win_cuts/win10s/seg3/class_1/tau_fold3_room6_mix005_win10s_208.150-218.150.wav,1,"Male speech, man speaking",4.3,5.8,10,3,center,tau,7.5,{'start time': 6.89} ||| {'start time': '8.65'} ||| {'start time': 6.85}
win_cuts/win10s/seg4/class_1/tau_fold3_room6_mix005_win10s_206.150-216.150.wav,1,"Male speech, man speaking",6.3,7.8,10,4,center,tau,7.0,{'start time': '6.89'} ||| {'start time': '6.89'} ||| {'start time': '7.25'}
win_cuts/win10s/seg5/class_1/tau_fold3_room6_mix005_win10s_204.400-214.400.wav,1,"Male speech, man speaking",8.0,9.5,10,5,left_edge,tau,8.7,{'start time': '8.65'} ||| {'start time': '8.65'} ||| {'start time': '8.65'}
win_cuts/win10s/seg1/class_1/tau_fold3_room9_mix005_win10s_85.400-95.400.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,tau,4.6,{'start time': '4.86'} ||| {'start time': '4.58'} ||| {'start time': '4.27'}
win_cuts/win10s/seg2/class_1/tau_fold3_room9_mix005_win10s_83.900-93.900.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,tau,4.5,{'start time': '4.58'} ||| {'start time': '4.27'} ||| {'start time': '4.58'}
win_cuts/win10s/seg3/class_1/tau_fold3_room9_mix005_win10s_81.900-91.900.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,tau,4.6,{'start time': '4.58'} ||| {'start time': '4.28'} ||| {'start time': '4.86'}
win_cuts/win10s/seg4/class_1/tau_fold3_room9_mix005_win10s_79.900-89.900.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,tau,4.6,{'start time': 4.58} ||| {'start time': 4.86} ||| {'start time': '4.27'}
win_cuts/win10s/seg5/class_1/tau_fold3_room9_mix005_win10s_78.400-88.400.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,tau,7.7,{'start time': '8.67'} ||| {'start time': '7.56'} ||| {'start time': 6.85}
win_cuts/win10s/seg1/class_1/tau_fold3_room9_mix005_win10s_105.900-115.900.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,tau,7.3,{'start time': 6.85} ||| {'start time': '8.26'} ||| {'start time': 6.82}
win_cuts/win10s/seg2/class_1/tau_fold3_room9_mix005_win10s_104.400-114.400.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,tau,8.0,{'start time': '8.27'} ||| {'start time': '8.65'} ||| {'start time': '6.89'}
win_cuts/win10s/seg3/class_1/tau_fold3_room9_mix005_win10s_102.400-112.400.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,tau,8.6,{'start time': '8.65'} ||| {'start time': '7.29'} ||| {'start time': 9.76}
win_cuts/win10s/seg4/class_1/tau_fold3_room9_mix005_win10s_100.400-110.400.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,tau,7.5,{'start time': 6.89} ||| {'start time': 6.85} ||| {'start time': '8.65'}
win_cuts/win10s/seg5/class_1/tau_fold3_room9_mix005_win10s_98.900-108.900.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,tau,8.6,{'start time': '8.65'} ||| {'start time': '8.54'} ||| {'start time': '8.65'}
win_cuts/win10s/seg1/class_1/tau_fold3_room9_mix005_win10s_147.400-157.400.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,tau,6.7,{'start time': 4.6} ||| {'start time': '7.85'} ||| {'start time': '7.56'}
win_cuts/win10s/seg2/class_1/tau_fold3_room9_mix005_win10s_145.900-155.900.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,tau,8.0,{'start time': '7.52'} ||| {'start time': '8.29'} ||| {'start time': '8.27'}
win_cuts/win10s/seg3/class_1/tau_fold3_room9_mix005_win10s_143.900-153.900.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,tau,7.5,{'start time': '6.89'} ||| {'start time': '6.89'} ||| {'start time': '8.57'}
win_cuts/win10s/seg4/class_1/tau_fold3_room9_mix005_win10s_141.900-151.900.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,tau,9.3,{'start time': '8.65'} ||| {'start time': 9.5} ||| {'start time': 9.75}
win_cuts/win10s/seg5/class_1/tau_fold3_room9_mix005_win10s_140.400-150.400.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,tau,7.5,{'start time': '8.65'} ||| {'start time': '6.89'} ||| {'start time': '6.89'}
win_cuts/win10s/seg1/class_1/tau_fold3_room9_mix008_win10s_161.900-171.900.wav,1,"Male speech, man speaking",1.0,2.0,10,1,right_edge,tau,2.7,"{\""start time\"": 2.68} ||| {'start time': '2.68'} ||| {\""start time\"": 2.68}"
win_cuts/win10s/seg2/class_1/tau_fold3_room9_mix008_win10s_160.400-170.400.wav,1,"Male speech, man speaking",2.5,3.5,10,2,center,tau,7.3,{'start time': '7.29'} ||| {'start time': 6.89} ||| {'start time': '7.56'}
win_cuts/win10s/seg3/class_1/tau_fold3_room9_mix008_win10s_158.400-168.400.wav,1,"Male speech, man speaking",4.5,5.5,10,3,center,tau,7.2,{'start time': '6.87'} ||| {'start time': '7.25'} ||| {'start time': '7.29'}
win_cuts/win10s/seg4/class_1/tau_fold3_room9_mix008_win10s_156.400-166.400.wav,1,"Male speech, man speaking",6.5,7.5,10,4,center,tau,6.9,{'start time': 6.87} ||| {'start time': 6.87} ||| {'start time': '6.89'}
win_cuts/win10s/seg5/class_1/tau_fold3_room9_mix008_win10s_154.900-164.900.wav,1,"Male speech, man speaking",8.0,9.0,10,5,left_edge,tau,7.5,{'start time': '6.89'} ||| {'start time': '8.27'} ||| {'start time': '7.29'}
win_cuts/win10s/seg1/class_2/sony_fold3_room21_mix022_win10s_143.000-153.000.wav,2,Clapping,0.9,2.0,10,1,right_edge,sony,2.7,"{\""start time\"": 2.68} ||| {\""start time\"": 2.68} ||| {'start time': '2.69'}"
win_cuts/win10s/seg2/class_2/sony_fold3_room21_mix022_win10s_141.450-151.450.wav,2,Clapping,2.5,3.6,10,2,center,sony,,"{\""start time\"": 8.65} ||| {\""start time\"": 8.49} ||| {\""start time\"": 8.65}"
win_cuts/win10s/seg3/class_2/sony_fold3_room21_mix022_win10s_139.450-149.450.wav,2,Clapping,4.5,5.6,10,3,center,sony,,"{\""start time\"": 8.65} ||| {\""start time\"": 8.46} ||| {\""start time\"": 8.56}"
win_cuts/win10s/seg4/class_2/sony_fold3_room21_mix022_win10s_137.450-147.450.wav,2,Clapping,6.5,7.6,10,4,center,sony,,"{\""start time\"": 2.68} ||| {\""start time\"": 2.68} ||| {\""start time\"": 2.68}"
win_cuts/win10s/seg5/class_2/sony_fold3_room21_mix022_win10s_135.900-145.900.wav,2,Clapping,8.0,9.1,10,5,left_edge,sony,,"{\""start time\"": 8.56} ||| {\""start time\"": 8.65} ||| {\""start time\"": 8.65}"
win_cuts/win10s/seg1/class_2/sony_fold3_room21_mix025_win10s_218.000-228.000.wav,2,Clapping,0.4,2.0,10,1,right_edge,sony,,"{\""start time\"": \""2.58\""} ||| {\""start time\"": \""2.58\""} ||| {\""start time\"": \""2.68\""}"
win_cuts/win10s/seg2/class_2/sony_fold3_room21_mix025_win10s_216.200-226.200.wav,2,Clapping,2.2,3.8,10,2,center,sony,,"{\""start time\"": 4.58} ||| {\""start time\"": \""8.65\""} ||| {\""start time\"": \""4.58\""}"
win_cuts/win10s/seg3/class_2/sony_fold3_room21_mix025_win10s_214.200-224.200.wav,2,Clapping,4.2,5.8,10,3,center,sony,,"{\""start time\"": \""8.56\""} ||| {\""start time\"": \""8.56\""} ||| {\""start time\"": \""8.65\""}"
win_cuts/win10s/seg4/class_2/sony_fold3_room21_mix025_win10s_212.200-222.200.wav,2,Clapping,6.2,7.8,10,4,center,sony,,"{\""start time\"": \""8.65\""} ||| {\""start time\"": 8.65} ||| {\""start time\"": 8.65}"
win_cuts/win10s/seg5/class_2/sony_fold3_room21_mix025_win10s_210.400-220.400.wav,2,Clapping,8.0,9.6,10,5,left_edge,sony,,"{\""start time\"": 9.58} ||| {\""start time\"": 9.58} ||| {\""start time\"": 9.28}"
win_cuts/win10s/seg1/class_2/tau_fold3_room6_mix001_win10s_52.400-62.400.wav,2,Clapping,1.0,2.0,10,1,right_edge,tau,8.8,"{\""start time\"": 9.68} ||| {'start time': '8.79'} ||| {\""start time\"": 9.68}"
win_cuts/win10s/seg2/class_2/tau_fold3_room6_mix001_win10s_50.900-60.900.wav,2,Clapping,2.5,3.5,10,2,center,tau,8.4,{'start time': '6.89'} ||| {'start time': '8.56'} ||| {'start time': 9.65}
win_cuts/win10s/seg3/class_2/tau_fold3_room6_mix001_win10s_48.900-58.900.wav,2,Clapping,4.5,5.5,10,3,center,tau,9.1,"{\""start time\"": 9.68} ||| {'start time': 9.72} ||| {'start time': '8.57'}"
win_cuts/win10s/seg4/class_2/tau_fold3_room6_mix001_win10s_46.900-56.900.wav,2,Clapping,6.5,7.5,10,4,center,tau,,"{\""start time\"": 9.68} ||| {\""start time\"": 9.65} ||| {\""start time\"": 9.86}"
win_cuts/win10s/seg5/class_2/tau_fold3_room6_mix001_win10s_45.400-55.400.wav,2,Clapping,8.0,9.0,10,5,left_edge,tau,8.9,"{'start time': '8.79'} ||| {\""start time\"": 8.65} ||| {'start time': '8.92'}"
win_cuts/win10s/seg1/class_2/tau_fold3_room6_mix002_win10s_190.900-200.900.wav,2,Clapping,1.0,2.0,10,1,right_edge,tau,4.6,"{'start time': '4.58'} ||| {\""start time\"": 8.65} ||| {\""start time\"": 4.58}"
win_cuts/win10s/seg2/class_2/tau_fold3_room6_mix002_win10s_189.400-199.400.wav,2,Clapping,2.5,3.5,10,2,center,tau,,"{\""start time\"": 6.58} ||| {\""start time\"": \""8.56\""} ||| {\""start time\"": 6.28}"
win_cuts/win10s/seg3/class_2/tau_fold3_room6_mix002_win10s_187.400-197.400.wav,2,Clapping,4.5,5.5,10,3,center,tau,,"{\""start time\"": 8.65} ||| {\""start time\"": 8.56} ||| {\""start time\"": 6.28}"
win_cuts/win10s/seg4/class_2/tau_fold3_room6_mix002_win10s_185.400-195.400.wav,2,Clapping,6.5,7.5,10,4,center,tau,,"{\""start time\"": 8.65} ||| {\""start time\"": 8.56} ||| {\""start time\"": 8.65}"
