file,win_start,win_end,class,gt_start,pred_start
fold3_room21_mix017.wav,60.0,120.0,8,60.0,107.0
fold3_room21_mix018.wav,0.0,60.0,12,0.8,34.5
fold3_room21_mix018.wav,0.0,60.0,5,0.0,12.5
fold3_room21_mix018.wav,0.0,60.0,4,56.1,11.5
fold3_room21_mix018.wav,0.0,60.0,7,3.6,22.5
fold3_room21_mix018.wav,60.0,120.0,1,60.0,74.0
fold3_room21_mix018.wav,60.0,120.0,5,60.0,89.0
fold3_room21_mix020.wav,0.0,60.0,1,16.1,15.91
fold3_room21_mix020.wav,0.0,60.0,5,1.1,16.67
fold3_room21_mix020.wav,0.0,60.0,7,17.7,23.97
fold3_room21_mix020.wav,0.0,60.0,12,15.2,27.67
fold3_room21_mix020.wav,60.0,120.0,5,60.0,
fold3_room21_mix021.wav,0.0,60.0,1,0.3,3.0
fold3_room21_mix021.wav,0.0,60.0,5,40.6,10.0
fold3_room21_mix021.wav,0.0,60.0,8,0.0,30.0
fold3_room21_mix021.wav,60.0,120.0,5,60.0,72.34
fold3_room21_mix021.wav,60.0,120.0,7,61.6,85.67
fold3_room21_mix021.wav,60.0,120.0,8,60.0,97.89
fold3_room21_mix022.wav,0.0,60.0,1,0.2,3.0
fold3_room21_mix022.wav,0.0,60.0,4,19.9,28.0
fold3_room21_mix022.wav,60.0,120.0,1,65.4,61.95
fold3_room21_mix022.wav,60.0,120.0,2,69.2,74.3
fold3_room21_mix022.wav,60.0,120.0,3,86.7,85.9
fold3_room21_mix023.wav,0.0,60.0,3,58.2,28.5
fold3_room21_mix023.wav,0.0,60.0,5,0.6,33.5
fold3_room21_mix024.wav,0.0,60.0,3,50.4,30.0
fold3_room21_mix024.wav,0.0,60.0,5,0.5,20.0
fold3_room21_mix025.wav,0.0,60.0,1,0.5,20.0
fold3_room21_mix025.wav,0.0,60.0,4,52.1,40.0
fold3_room21_mix025.wav,0.0,60.0,5,0.0,45.0
fold3_room21_mix025.wav,0.0,60.0,8,0.0,55.0
fold3_room21_mix025.wav,60.0,120.0,1,60.0,92.47999999999999
fold3_room21_mix025.wav,60.0,120.0,5,60.0,94.5
fold3_room21_mix025.wav,60.0,120.0,8,60.0,103.4
fold3_room21_mix025.wav,120.0,180.0,1,120.3,130.0
fold3_room21_mix025.wav,120.0,180.0,4,151.7,143.0
fold3_room21_mix025.wav,120.0,180.0,5,120.0,154.0
fold3_room21_mix025.wav,120.0,180.0,8,120.0,162.0
fold3_room21_mix025.wav,180.0,240.0,2,218.4,
fold3_room21_mix025.wav,180.0,240.0,1,184.6,180.15
fold3_room21_mix025.wav,180.0,240.0,4,204.1,180.35
fold3_room21_mix025.wav,180.0,240.0,8,180.0,180.45
fold3_room21_mix026.wav,0.0,60.0,1,0.6,2.87
fold3_room21_mix026.wav,0.0,60.0,5,45.3,12.9
fold3_room21_mix026.wav,0.0,60.0,8,0.0,26.7
fold3_room21_mix026.wav,60.0,120.0,1,71.2,61.37
fold3_room21_mix026.wav,60.0,120.0,4,73.4,70.7
fold3_room21_mix026.wav,60.0,120.0,5,60.0,75.4
fold3_room21_mix026.wav,60.0,120.0,8,60.0,85.9
fold3_room21_mix026.wav,120.0,180.0,1,121.3,133.95
fold3_room21_mix026.wav,120.0,180.0,4,134.5,151.65
fold3_room21_mix026.wav,120.0,180.0,5,120.0,160.65
fold3_room21_mix026.wav,120.0,180.0,8,120.0,171.65
fold3_room21_mix026.wav,180.0,240.0,1,221.7,181.0
fold3_room21_mix026.wav,180.0,240.0,5,180.0,190.0
fold3_room21_mix026.wav,180.0,240.0,8,180.0,205.0
fold3_room21_mix027.wav,0.0,60.0,7,15.9,25.419
fold3_room21_mix027.wav,0.0,60.0,6,18.1,14.189
fold3_room21_mix027.wav,0.0,60.0,11,0.0,32.169
fold3_room21_mix027.wav,0.0,60.0,12,13.2,45.239
fold3_room21_mix028.wav,0.0,60.0,5,0.0,1.3
fold3_room21_mix028.wav,0.0,60.0,7,11.2,1.4
fold3_room21_mix028.wav,0.0,60.0,12,8.2,1.5
fold3_room21_mix028.wav,0.0,60.0,1,10.3,1.13
fold3_room21_mix029.wav,0.0,60.0,1,0.0,1.43
fold3_room21_mix029.wav,0.0,60.0,4,12.6,13.8
fold3_room21_mix029.wav,0.0,60.0,5,0.0,17.4
fold3_room21_mix029.wav,0.0,60.0,8,0.0,22.7
fold3_room21_mix029.wav,60.0,120.0,1,60.0,84.0
fold3_room21_mix029.wav,60.0,120.0,5,60.0,93.0
fold3_room21_mix029.wav,60.0,120.0,8,60.0,106.0
fold3_room21_mix029.wav,120.0,180.0,1,123.7,135.5
fold3_room21_mix029.wav,120.0,180.0,4,121.8,145.7
fold3_room21_mix029.wav,120.0,180.0,5,120.0,154.2
fold3_room21_mix029.wav,120.0,180.0,8,120.0,162.3
fold3_room22_mix001.wav,0.0,60.0,0,11.8,6.19
fold3_room22_mix001.wav,0.0,60.0,1,6.9,30.41
fold3_room22_mix001.wav,0.0,60.0,6,7.8,53.33
fold3_room22_mix002.wav,0.0,60.0,0,5.8,0.0
fold3_room22_mix002.wav,0.0,60.0,1,0.1,10.0
fold3_room22_mix002.wav,0.0,60.0,4,5.6,22.0
fold3_room22_mix002.wav,0.0,60.0,6,10.9,53.0
fold3_room22_mix003.wav,0.0,60.0,0,26.5,4.24
fold3_room22_mix003.wav,0.0,60.0,1,4.4,
fold3_room22_mix003.wav,0.0,60.0,6,12.4,26.54
fold3_room22_mix004.wav,0.0,60.0,1,0.1,13.33
fold3_room22_mix004.wav,0.0,60.0,6,6.6,47.8
fold3_room22_mix004.wav,0.0,60.0,4,26.1,34.0
fold3_room22_mix004.wav,0.0,60.0,0,3.7,2.55
fold3_room22_mix005.wav,0.0,60.0,1,6.4,1.6
fold3_room22_mix005.wav,0.0,60.0,10,2.4,38.5
fold3_room22_mix005.wav,0.0,60.0,8,0.0,25.5
fold3_room22_mix005.wav,0.0,60.0,4,4.9,11.6
fold3_room22_mix005.wav,60.0,120.0,8,60.0,93.0
fold3_room22_mix005.wav,60.0,120.0,6,75.2,85.0
fold3_room22_mix005.wav,60.0,120.0,0,61.2,60.0
fold3_room22_mix005.wav,60.0,120.0,1,60.0,
fold3_room22_mix006.wav,0.0,60.0,0,5.5,1.39
fold3_room22_mix006.wav,0.0,60.0,1,1.5,1.39
fold3_room22_mix006.wav,0.0,60.0,4,22.9,1.39
fold3_room22_mix006.wav,0.0,60.0,8,0.0,1.39
fold3_room22_mix007.wav,0.0,60.0,1,10.8,13.235
fold3_room22_mix007.wav,0.0,60.0,8,0.0,31.235
fold3_room22_mix007.wav,0.0,60.0,0,14.9,10.235
fold3_room22_mix007.wav,0.0,60.0,12,9.4,46.235
fold3_room22_mix007.wav,60.0,120.0,1,66.1,84.92
fold3_room22_mix007.wav,60.0,120.0,7,69.2,86.3
fold3_room22_mix007.wav,60.0,120.0,8,60.0,95.1
fold3_room22_mix008.wav,0.0,60.0,6,50.9,22.76
fold3_room22_mix008.wav,0.0,60.0,1,16.2,
fold3_room22_mix008.wav,0.0,60.0,4,48.9,14.84
fold3_room22_mix008.wav,0.0,60.0,0,18.0,13.38
fold3_room22_mix009.wav,0.0,60.0,0,2.1,12.8
fold3_room22_mix009.wav,0.0,60.0,1,0.0,27.7
fold3_room22_mix009.wav,0.0,60.0,4,16.9,35.9
fold3_room22_mix009.wav,0.0,60.0,6,0.0,42.5
fold3_room22_mix010.wav,0.0,60.0,10,7.7,59.333
fold3_room22_mix010.wav,0.0,60.0,6,3.0,35.25
fold3_room22_mix010.wav,0.0,60.0,4,33.1,29.5
fold3_room22_mix010.wav,0.0,60.0,0,4.2,4.167
fold3_room22_mix010.wav,60.0,120.0,0,66.8,61.0
fold3_room22_mix010.wav,60.0,120.0,1,60.0,
fold3_room22_mix010.wav,60.0,120.0,4,60.0,87.0
fold3_room22_mix010.wav,120.0,180.0,0,152.1,135.44
fold3_room22_mix010.wav,120.0,180.0,1,120.2,152.99
fold3_room22_mix010.wav,120.0,180.0,4,147.3,168.5
fold3_room22_mix011.wav,0.0,60.0,0,12.2,1.437
fold3_room22_mix011.wav,0.0,60.0,1,7.1,1.437
fold3_room22_mix011.wav,0.0,60.0,4,43.1,1.437
fold3_room22_mix011.wav,0.0,60.0,6,4.5,1.437
fold3_room22_mix011.wav,60.0,120.0,0,60.0,71.0
fold3_room22_mix011.wav,60.0,120.0,1,61.0,80.0
fold3_room22_mix011.wav,60.0,120.0,4,60.0,94.0
fold3_room22_mix011.wav,120.0,180.0,0,120.2,121.0
fold3_room22_mix011.wav,120.0,180.0,1,120.1,131.0
fold3_room22_mix011.wav,120.0,180.0,4,138.6,145.0
