file,win_start,win_end,class,gt_start,pred_start
fold3_room22_mix004.wav,40.0,80.0,6,61.4,60.94
fold3_room22_mix005.wav,0.0,40.0,1,6.4,1.93
fold3_room22_mix005.wav,0.0,40.0,0,2.9,1.93
fold3_room22_mix005.wav,0.0,40.0,8,0.0,1.93
fold3_room22_mix005.wav,0.0,40.0,4,4.9,1.93
fold3_room22_mix005.wav,40.0,80.0,10,40.0,74.4
fold3_room22_mix005.wav,40.0,80.0,8,40.0,63.2
fold3_room22_mix005.wav,40.0,80.0,1,40.0,41.65
fold3_room22_mix005.wav,40.0,80.0,6,75.2,53.8
fold3_room22_mix005.wav,80.0,120.0,0,83.7,81.54
fold3_room22_mix005.wav,80.0,120.0,1,89.4,81.54
fold3_room22_mix005.wav,80.0,120.0,4,90.8,92.74
fold3_room22_mix005.wav,80.0,120.0,8,80.0,102.74
fold3_room22_mix006.wav,0.0,40.0,0,5.5,0.4
fold3_room22_mix006.wav,0.0,40.0,1,1.5,
fold3_room22_mix006.wav,0.0,40.0,4,22.9,1.7
fold3_room22_mix006.wav,0.0,40.0,8,0.0,10.4
fold3_room22_mix007.wav,0.0,40.0,8,0.0,10.0
fold3_room22_mix007.wav,0.0,40.0,12,9.4,10.0
fold3_room22_mix007.wav,0.0,40.0,0,14.9,10.0
fold3_room22_mix007.wav,0.0,40.0,1,10.8,10.0
fold3_room22_mix007.wav,40.0,80.0,1,66.1,41.417
fold3_room22_mix007.wav,40.0,80.0,7,69.2,51.632999999999996
fold3_room22_mix007.wav,40.0,80.0,8,40.0,65.667
fold3_room22_mix007.wav,80.0,120.0,8,80.0,81.8
fold3_room22_mix008.wav,0.0,40.0,12,14.7,39.99
fold3_room22_mix008.wav,0.0,40.0,5,20.5,28.33
fold3_room22_mix008.wav,0.0,40.0,0,18.0,14.11
fold3_room22_mix008.wav,0.0,40.0,7,17.2,35.77
fold3_room22_mix008.wav,40.0,80.0,4,48.9,50.0
fold3_room22_mix008.wav,40.0,80.0,5,40.0,55.0
fold3_room22_mix008.wav,40.0,80.0,6,50.9,65.0
fold3_room22_mix009.wav,0.0,40.0,0,2.1,10.55
fold3_room22_mix009.wav,0.0,40.0,1,0.0,16.9
fold3_room22_mix009.wav,0.0,40.0,4,16.9,23.9
fold3_room22_mix009.wav,0.0,40.0,6,0.0,32.9
fold3_room22_mix009.wav,40.0,80.0,0,40.0,54.2
fold3_room22_mix009.wav,40.0,80.0,1,40.9,61.4
fold3_room22_mix009.wav,40.0,80.0,4,40.1,67.5
fold3_room22_mix010.wav,0.0,40.0,0,4.2,4.133
fold3_room22_mix010.wav,0.0,40.0,10,7.7,33.433
fold3_room22_mix010.wav,0.0,40.0,1,5.9,10.333
fold3_room22_mix010.wav,0.0,40.0,6,3.0,28.566
fold3_room22_mix010.wav,40.0,80.0,0,66.8,52.193
fold3_room22_mix010.wav,40.0,80.0,1,52.7,52.483000000000004
fold3_room22_mix010.wav,40.0,80.0,4,40.0,67.483
fold3_room22_mix010.wav,80.0,120.0,0,86.2,90.0
fold3_room22_mix010.wav,80.0,120.0,1,80.0,92.0
fold3_room22_mix010.wav,80.0,120.0,4,80.8,100.0
fold3_room22_mix010.wav,120.0,160.0,0,152.1,146.0
fold3_room22_mix010.wav,120.0,160.0,1,120.2,149.0
fold3_room22_mix010.wav,120.0,160.0,4,147.3,157.0
fold3_room22_mix010.wav,160.0,200.0,0,160.0,171.0
fold3_room22_mix010.wav,160.0,200.0,1,161.1,177.0
fold3_room22_mix010.wav,160.0,200.0,4,162.2,185.0
fold3_room22_mix011.wav,0.0,40.0,0,12.2,1.96
fold3_room22_mix011.wav,0.0,40.0,1,7.1,1.96
fold3_room22_mix011.wav,0.0,40.0,6,4.5,10.8
fold3_room22_mix011.wav,40.0,80.0,0,45.3,41.77
fold3_room22_mix011.wav,40.0,80.0,1,41.3,54.4
fold3_room22_mix011.wav,40.0,80.0,4,43.1,67.9
fold3_room22_mix011.wav,80.0,120.0,0,80.1,99.8
fold3_room22_mix011.wav,80.0,120.0,1,80.0,106.3
fold3_room22_mix011.wav,80.0,120.0,4,80.5,113.6
fold3_room22_mix011.wav,120.0,160.0,0,120.2,121.5
fold3_room22_mix011.wav,120.0,160.0,1,120.1,121.5
fold3_room22_mix011.wav,120.0,160.0,4,138.6,121.5
